5483 20011001 012297 000000 NEW HAVEN-BRIDGEPORT-STAMFORD-WATERBURY-DANB
5483 20021001 012238 000000 NEW HAVEN-BRIDGEPORT-STAMFORD-WATERBURY-DANB
5483 20031001 012408 000000 NEW HAVEN-BRIDGEPORT-STAMFORD-WATERBURY-DANB
5483 20050101 012254 000000 NEW HAVEN-BRIDGEPORT-STAMFORD-WATERBURY-DANB
5523 20001001 012429 000000 NEW LONDON-NORWICH, CT
5523 20011001 012063 000000 NEW LONDON-NORWICH, CT
5523 20021001 011526 000000 NEW LONDON-NORWICH, CT
5523 20031001 011767 000000 NEW LONDON-NORWICH, CT
5523 20050101 011596 000000 NEW LONDON-NORWICH, CT
5560 20001001 009090 000000 NEW ORLEANS, LA
5560 20011001 009295 000000 NEW ORLEANS, LA
5560 20021001 009036 000000 NEW ORLEANS, LA
5560 20031001 009046 000000 NEW ORLEANS, LA
5560 20050101 009103 000000 NEW ORLEANS, LA
5600 20001001 014519 000000 NEW YORK-NEWARK, NY-NJ-PA
5600 20011001 014651 000000 NEW YORK-NEWARK, NY-NJ-PA
5600 20021001 014427 000000 NEW YORK-NEWARK, NY-NJ-PA
5600 20031001 014414 000000 NEW YORK-NEWARK, NY-NJ-PA
5600 20050101 013586 000000 NEW YORK-NEWARK, NY-NJ-PA
5640 20001001 011647 000000 NEWARK, NJ
5640 20011001 011837 000000 NEWARK, NJ
5640 20021001 011622 000000 NEWARK, NJ
5640 20031001 011381 000000 NEWARK, NJ
5640 20050101 011625 000000 NEWARK, NJ
5660 20001001 010910 000000 NEWBURGH, NY-PA
5660 20011001 010847 000000 NEWBURGH, NY-PA
5660 20021001 011113 000000 NEWBURGH, NY-PA
5660 20031001 011387 000000 NEWBURGH, NY-PA
5660 20050101 011170 000000 NEWBURGH, NY-PA
5720 20001001 008441 000000 NORFOLK-VIRGINIA BEACH-NEWPORT NEWS, VA-NC
5720 20011001 008412 000000 NORFOLK-VIRGINIA BEACH-NEWPORT NEWS, VA-NC
5720 20021001 008579 000000 NORFOLK-VIRGINIA BEACH-NEWPORT NEWS, VA-NC
5720 20031001 008574 000000 NORFOLK-VIRGINIA BEACH-NEWPORT NEWS, VA-NC
5720 20050101 008894 000000 NORFOLK-VIRGINIA BEACH-NEWPORT NEWS, VA-NC
5775 20001001 015059 000000 OAKLAND, CA
5775 20011001 014983 000000 OAKLAND, CA
5775 20021001 015319 000000 OAKLAND, CA
5775 20031001 015072 000000 OAKLAND, CA
5775 20050101 015220 000000 OAKLAND, CA
5790 20001001 009616 000000 OCALA, FL
5790 20011001 009243 000000 OCALA, FL
5790 20021001 009556 000000 OCALA, FL
5790 20031001 009402 000000 OCALA, FL
5790 20050101 009153 000000 OCALA, FL
5800 20001001 008874 000000 ODESSA-MIDLAND, TX
5800 20011001 009205 000000 ODESSA-MIDLAND, TX
5800 20021001 010104 000000 ODESSA-MIDLAND, TX
5800 20031001 009397 000000 ODESSA-MIDLAND, TX
5800 20050101 009632 000000 ODESSA-MIDLAND, TX
5880 20001001 008588 000000 OKLAHOMA CITY, OK
5880 20011001 008822 000000 OKLAHOMA CITY, OK
5880 20021001 008694 000000 OKLAHOMA CITY, OK
5880 20031001 008900 000000 OKLAHOMA CITY, OK
5880 20050101 008966 000000 OKLAHOMA CITY, OK
5910 20001001 010933 000000 OLYMPIA, WA
5910 20011001 010677 000000 OLYMPIA, WA
5910 20021001 011350 000000 OLYMPIA, WA
5910 20031001 010960 000000 OLYMPIA, WA
5910 20050101 011006 000000 OLYMPIA, WA
5920 20001001 010456 000000 OMAHA, NE-IA
5920 20011001 009572 000000 OMAHA, NE-IA
5920 20021001 009712 000000 OMAHA, NE-IA
5920 20031001 009978 000000 OMAHA, NE-IA
5920 20050101 009754 000000 OMAHA, NE-IA
5945 20001001 011591 000000 ORANGE COUNTY, CA
5945 20011001 011467 000000 ORANGE COUNTY, CA
5945 20021001 011123 000000 ORANGE COUNTY, CA
5945 20031001 011474 000000 ORANGE COUNTY, CA
5945 20050101 011611 000000 ORANGE COUNTY, CA
5960 20001001 009796 000000 ORLANDO, FL
5960 20011001 009610 000000 ORLANDO, FL
5960 20021001 009642 000000 ORLANDO, FL
5960 20031001 009640 000000 ORLANDO, FL
5960 20050101 009742 000000 ORLANDO, FL
5990 20001001 008105 000000 OWENSBORO, KY
5990 20011001 008159 000000 OWENSBORO, KY
5990 20021001 008334 000000 OWENSBORO, KY
5990 20031001 008344 000000 OWENSBORO, KY
5990 20050101 008434 000000 OWENSBORO, KY
6015 20001001 009170 000000 PANAMA CITY, FL
6015 20011001 009010 000000 PANAMA CITY, FL
6015 20021001 009061 000000 PANAMA CITY, FL
6015 20031001 008865 000000 PANAMA CITY, FL
6015 20050101 008124 000000 PANAMA CITY, FL
6020 20001001 008415 000000 PARKERSBURG-MARIETTA, WV-OH
6020 20011001 008274 000000 PARKERSBURG-MARIETTA, WV-OH
6020 20021001 008133 000000 PARKERSBURG-MARIETTA, WV-OH
6020 20031001 008127 000000 PARKERSBURG-MARIETTA, WV-OH
6020 20050101 008288 000000 PARKERSBURG-MARIETTA, WV-OH
6080 20001001 008443 000000 PENSACOLA, FL
6080 20011001 008176 000000 PENSACOLA, FL
6080 20021001 008361 000000 PENSACOLA, FL
6080 20031001 008645 000000 PENSACOLA, FL
6080 20050101 008306 000000 PENSACOLA, FL
6120 20001001 008350 000000 PEORIA-PEKIN, IL
6120 20011001 008645 000000 PEORIA-PEKIN, IL
6120 20021001 008773 000000 PEORIA-PEKIN, IL
6120 20031001 008739 000000 PEORIA-PEKIN, IL
6120 20050101 008886 000000 PEORIA-PEKIN, IL
6160 20001001 011161 000000 PHILADELPHIA, PA-NJ
6160 20011001 010937 000000 PHILADELPHIA, PA-NJ
6160 20021001 010947 000000 PHILADELPHIA, PA-NJ
6160 20031001 010713 000000 PHILADELPHIA, PA-NJ
6160 20050101 010824 000000 PHILADELPHIA, PA-NJ
6200 20001001 009465 000000 PHOENIX-MESA, AZ
6200 20011001 009669 000000 PHOENIX-MESA, AZ
6200 20021001 009638 000000 PHOENIX-MESA, AZ
6200 20031001 009820 000000 PHOENIX-MESA, AZ
6200 20050101 009982 000000 PHOENIX-MESA, AZ
6240 20001001 007698 000000 PINE BLUFF, AR
6240 20011001 007791 000000 PINE BLUFF, AR
6240 20021001 007895 000000 PINE BLUFF, AR
6240 20031001 007962 000000 PINE BLUFF, AR
6240 20050101 008673 000000 PINE BLUFF, AR
6280 20001001 009635 000000 PITTSBURGH, PA
6280 20011001 009741 000000 PITTSBURGH, PA
6280 20021001 009560 000000 PITTSBURGH, PA
6280 20031001 009365 000000 PITTSBURGH, PA
6280 20050101 008756 000000 PITTSBURGH, PA
6323 20001001 010256 000000 PITTSFIELD, MA
6323 20011001 010288 000000 PITTSFIELD, MA
6323 20021001 010278 000000 PITTSFIELD, MA
6323 20031001 010235 000000 PITTSFIELD, MA
6323 20050101 010439 000000 PITTSFIELD, MA
6340 20001001 008974 000000 POCATELLO, ID
6340 20011001 009076 000000 POCATELLO, ID
6340 20021001 009448 000000 POCATELLO, ID
6340 20031001 009372 000000 POCATELLO, ID
6340 20050101 009601 000000 POCATELLO, ID
6360 20001001 004971 000000 PONCE, PR
6360 20011001 005006 000000 PONCE, PR
6360 20021001 005218 000000 PONCE, PR
6360 20031001 005169 000000 PONCE, PR
6360 20050101 004954 000000 PONCE, PR
6403 20001001 009476 000000 PORTLAND, ME
6403 20011001 009748 000000 PORTLAND, ME
6403 20021001 009427 000000 PORTLAND, ME
6403 20031001 009794 000000 PORTLAND, ME
6403 20050101 010112 000000 PORTLAND, ME
6440 20001001 010976 000000 PORTLAND-VANCOUVER,OR-WA
6440 20011001 010910 000000 PORTLAND-VANCOUVER,OR-WA
6440 20021001 011111 000000 PORTLAND-VANCOUVER,OR-WA
6440 20031001 010667 000000 PORTLAND-VANCOUVER,OR-WA
6440 20050101 011403 000000 PORTLAND-VANCOUVER,OR-WA
6483 20001001 010691 000000 PROVIDENCE-WARWICK-PAWTUCKET, RI
6483 20011001 010864 000000 PROVIDENCE-WARWICK-PAWTUCKET, RI
6483 20021001 010805 000000 PROVIDENCE-WARWICK-PAWTUCKET, RI
6483 20031001 010854 000000 PROVIDENCE-WARWICK-PAWTUCKET, RI
6483 20050101 011061 000000 PROVIDENCE-WARWICK-PAWTUCKET, RI
6520 20001001 009819 000000 PROVO-OREM, UT
6520 20011001 010029 000000 PROVO-OREM, UT
6520 20021001 009843 000000 PROVO-OREM, UT
6520 20031001 009984 000000 PROVO-OREM, UT
6520 20050101 009613 000000 PROVO-OREM, UT
6560 20001001 008854 000000 PUEBLO, CO
6560 20011001 008815 000000 PUEBLO, CO
6560 20021001 008604 000000 PUEBLO, CO
6560 20031001 008820 000000 PUEBLO, CO
6560 20050101 008752 000000 PUEBLO, CO
6580 20001001 009509 000000 PUNTA GORDA, FL
6580 20011001 009613 000000 PUNTA GORDA, FL
6580 20021001 009015 000000 PUNTA GORDA, FL
6580 20031001 009218 000000 PUNTA GORDA, FL
6580 20050101 009441 000000 PUNTA GORDA, FL
6600 20001001 009217 000000 RACINE, WI
6600 20011001 009246 000000 RACINE, WI
6600 20021001 009333 000000 RACINE, WI
6600 20031001 009334 000000 RACINE, WI
6600 20050101 009045 000000 RACINE, WI
6640 20001001 009545 000000 RALEIGH-DURHAM-CHAPEL HILL, NC
6640 20011001 009646 000000 RALEIGH-DURHAM-CHAPEL HILL, NC
6640 20021001 009818 000000 RALEIGH-DURHAM-CHAPEL HILL, NC
6640 20031001 009990 000000 RALEIGH-DURHAM-CHAPEL HILL, NC
6640 20050101 010258 000000 RALEIGH-DURHAM-CHAPEL HILL, NC
6660 20001001 008364 000000 RAPID CITY, SD
6660 20011001 008865 000000 RAPID CITY, SD
6660 20021001 008869 000000 RAPID CITY, SD
6660 20031001 008846 000000 RAPID CITY, SD
6660 20050101 008912 000000 RAPID CITY, SD
6680 20001001 009437 000000 READING, PA
6680 20011001 009152 000000 READING, PA
6680 20021001 009583 000000 READING, PA
6680 20031001 009295 000000 READING, PA
6680 20050101 009215 000000 READING, PA
6690 20001001 011265 000000 REDDING, CA
6690 20011001 011664 000000 REDDING, CA
6690 20021001 011155 000000 REDDING, CA
6690 20031001 011135 000000 REDDING, CA
6690 20050101 011835 000000 REDDING, CA
6720 20001001 010656 000000 RENO, NV
6720 20011001 010550 000000 RENO, NV
6720 20021001 010421 000000 RENO, NV
6720 20031001 010648 000000 RENO, NV
6720 20050101 010456 000000 RENO, NV
6740 20001001 011225 000000 RICHLAND-KENNEWICK-PASCO, WA
6740 20011001 011460 000000 RICHLAND-KENNEWICK-PASCO, WA
6740 20021001 010960 000000 RICHLAND-KENNEWICK-PASCO, WA
6740 20031001 011491 000000 RICHLAND-KENNEWICK-PASCO, WA
6740 20050101 010520 000000 RICHLAND-KENNEWICK-PASCO, WA
6760 20001001 009546 000000 RICHMOND-PETERSBURG, VA
6760 20011001 009617 000000 RICHMOND-PETERSBURG, VA
6760 20021001 009678 000000 RICHMOND-PETERSBURG, VA
6760 20031001 009477 000000 RICHMOND-PETERSBURG, VA
6760 20050101 009397 000000 RICHMOND-PETERSBURG, VA
6780 20001001 011211 000000 RIVERSIDE-SAN BERNADINO, CA
6780 20011001 011239 000000 RIVERSIDE-SAN BERNADINO, CA
6780 20021001 011112 000000 RIVERSIDE-SAN BERNADINO, CA
6780 20031001 011365 000000 RIVERSIDE-SAN BERNADINO, CA
6780 20050101 010970 000000 RIVERSIDE-SAN BERNADINO, CA
6800 20001001 008139 000000 ROANOKE, VA
6800 20011001 008750 000000 ROANOKE, VA
6800 20021001 008371 000000 ROANOKE, VA
6800 20031001 008614 000000 ROANOKE, VA
6800 20050101 008428 000000 ROANOKE, VA
6820 20001001 011430 000000 ROCHESTER, MN
6820 20011001 011315 000000 ROCHESTER, MN
6820 20021001 011462 000000 ROCHESTER, MN
6820 20031001 012139 000000 ROCHESTER, MN
6820 20050101 011504 000000 ROCHESTER, MN
6840 20001001 009185 000000 ROCHESTER, NY
6840 20011001 009182 000000 ROCHESTER, NY
6840 20021001 009347 000000 ROCHESTER, NY
6840 20031001 009194 000000 ROCHESTER, NY
6840 20050101 009196 000000 ROCHESTER, NY
6880 20001001 008784 000000 ROCKFORD, IL
6880 20011001 008819 000000 ROCKFORD, IL
6880 20021001 009204 000000 ROCKFORD, IL
6880 20031001 009625 000000 ROCKFORD, IL
6880 20050101 009626 000000 ROCKFORD, IL
6895 20001001 008735 000000 ROCKY MOUNT, NC
6895 20011001 008849 000000 ROCKY MOUNT, NC
6895 20021001 009109 000000 ROCKY MOUNT, NC
6895 20031001 009228 000000 ROCKY MOUNT, NC
6895 20050101 008998 000000 ROCKY MOUNT, NC
6920 20001001 012285 000000 SACRAMENTO, CA
6920 20011001 011950 000000 SACRAMENTO, CA
6920 20021001 011831 000000 SACRAMENTO, CA
6920 20031001 011500 000000 SACRAMENTO, CA
6920 20050101 011848 000000 SACRAMENTO, CA
6960 20001001 009287 000000 SAGINAW-BAY CITY-MIDLAND, MI
6960 20011001 009575 000000 SAGINAW-BAY CITY-MIDLAND, MI
6960 20021001 009590 000000 SAGINAW-BAY CITY-MIDLAND, MI
6960 20031001 009650 000000 SAGINAW-BAY CITY-MIDLAND, MI
6960 20050101 009696 000000 SAGINAW-BAY CITY-MIDLAND, MI
6980 20001001 009422 000000 ST. CLOUD, MN
6980 20011001 010016 000000 ST. CLOUD, MN
6980 20021001 009851 000000 ST. CLOUD, MN
6980 20031001 009700 000000 ST. CLOUD, MN
6980 20050101 010215 000000 ST. CLOUD, MN
7000 20001001 008944 000000 ST. JOSEPH, MO
7000 20011001 009071 000000 ST. JOSEPH, MO
7000 20021001 007891 000000 ST. JOSEPH, MO
7000 20031001 008021 000000 ST. JOSEPH, MO
7000 20050101 010013 000000 ST. JOSEPH, MO
7040 20001001 009053 000000 ST. LOUIS, MO-IL
7040 20011001 009049 000000 ST. LOUIS, MO-IL
7040 20021001 008931 000000 ST. LOUIS, MO-IL
7040 20031001 008855 000000 ST. LOUIS, MO-IL
7040 20050101 009081 000000 ST. LOUIS, MO-IL
7080 20001001 009950 000000 SALEM, OR
7080 20011001 010189 000000 SALEM, OR
7080 20021001 010011 000000 SALEM, OR
7080 20031001 010367 000000 SALEM, OR
7080 20050101 010556 000000 SALEM, OR
7120 20001001 014711 000000 SALINAS, CA
7120 20011001 014502 000000 SALINAS, CA
7120 20021001 014684 000000 SALINAS, CA
7120 20031001 014623 000000 SALINAS, CA
7120 20050101 013823 000000 SALINAS, CA
7160 20001001 009855 000000 SALT LAKE CITY-OGDEN, UT
7160 20011001 009807 000000 SALT LAKE CITY-OGDEN, UT
7160 20021001 009863 000000 SALT LAKE CITY-OGDEN, UT
7160 20031001 009945 000000 SALT LAKE CITY-OGDEN, UT
7160 20050101 009487 000000 SALT LAKE CITY-OGDEN, UT
7200 20001001 007846 000000 SAN ANGELO, TX
7200 20011001 008083 000000 SAN ANGELO, TX
7200 20021001 008193 000000 SAN ANGELO, TX
7200 20031001 008374 000000 SAN ANGELO, TX
7200 20050101 008167 000000 SAN ANGELO, TX
7240 20001001 008318 000000 SAN ANTONIO, TX
7240 20011001 008580 000000 SAN ANTONIO, TX
7240 20021001 008584 000000 SAN ANTONIO, TX
7240 20031001 008753 000000 SAN ANTONIO, TX
7240 20050101 009023 000000 SAN ANTONIO, TX
7320 20001001 011931 000000 SAN DIEGO, CA
7320 20011001 011784 000000 SAN DIEGO, CA
7320 20021001 011265 000000 SAN DIEGO, CA
7320 20031001 011131 000000 SAN DIEGO, CA
7320 20050101 011267 000000 SAN DIEGO, CA
7360 20001001 014002 000000 SAN FRANCISCO, CA
7360 20011001 014156 000000 SAN FRANCISCO, CA
7360 20021001 014140 000000 SAN FRANCISCO, CA
7360 20031001 014142 000000 SAN FRANCISCO, CA
7360 20050101 014712 000000 SAN FRANCISCO, CA
7400 20001001 013610 000000 SAN JOSE, CA
7400 20011001 013652 000000 SAN JOSE, CA
7400 20021001 014193 000000 SAN JOSE, CA
7400 20031001 014145 000000 SAN JOSE, CA
7400 20050101 014744 000000 SAN JOSE, CA
7440 20001001 004658 000000 SAN JUAN-BAYAMON, PR
7440 20011001 004690 000000 SAN JUAN-BAYAMON, PR
7440 20021001 004762 000000 SAN JUAN-BAYAMON, PR
7440 20031001 004741 000000 SAN JUAN-BAYAMON, PR
7440 20050101 004802 000000 SAN JUAN-BAYAMON, PR
7460 20001001 010471 000000 SAN LUIS OBISPO-ATASCADERO-PASO ROBLES, CA
7460 20011001 010673 000000 SAN LUIS OBISPO-ATASCADERO-PASO ROBLES, CA
7460 20021001 010990 000000 SAN LUIS OBISPO-ATASCADERO-PASO ROBLES, CA
7460 20031001 011271 000000 SAN LUIS OBISPO-ATASCADERO-PASO ROBLES, CA
7460 20050101 011118 000000 SAN LUIS OBISPO-ATASCADERO-PASO ROBLES, CA
7480 20001001 010820 000000 SANTA BARBARA-SANTA MARIA-LOMPOC, CA
7480 20011001 010597 000000 SANTA BARBARA-SANTA MARIA-LOMPOC, CA
7480 20021001 010802 000000 SANTA BARBARA-SANTA MARIA-LOMPOC, CA
7480 20031001 010481 000000 SANTA BARBARA-SANTA MARIA-LOMPOC, CA
7480 20050101 010771 000000 SANTA BARBARA-SANTA MARIA-LOMPOC, CA
7485 20001001 013929 000000 SANTA CRUZ-WATSONVILLE, CA
7485 20011001 014040 000000 SANTA CRUZ-WATSONVILLE, CA
7485 20021001 013970 000000 SANTA CRUZ-WATSONVILLE, CA
7485 20031001 013646 000000 SANTA CRUZ-WATSONVILLE, CA
7485 20050101 014779 000000 SANTA CRUZ-WATSONVILLE, CA
7490 20001001 010438 000000 SANTA FE, NM
7490 20011001 010537 000000 SANTA FE, NM
7490 20021001 010194 000000 SANTA FE, NM
7490 20031001 010712 000000 SANTA FE, NM
7490 20050101 010590 000000 SANTA FE, NM
7500 20001001 013001 000000 SANTA ROSA, CA
7500 20011001 012646 000000 SANTA ROSA, CA
7500 20021001 013034 000000 SANTA ROSA, CA
7500 20031001 013046 000000 SANTA ROSA, CA
7500 20050101 012961 000000 SANTA ROSA, CA
7510 20001001 009906 000000 SARASOTA-BRADENTON, FL
7510 20011001 009809 000000 SARASOTA-BRADENTON, FL
7510 20021001 010090 000000 SARASOTA-BRADENTON, FL
7510 20031001 009425 000000 SARASOTA-BRADENTON, FL
7510 20050101 009629 000000 SARASOTA-BRADENTON, FL
7520 20001001 009954 000000 SAVANNAH, GA
7520 20011001 009697 000000 SAVANNAH, GA
7520 20021001 010018 000000 SAVANNAH, GA
7520 20031001 009376 000000 SAVANNAH, GA
7520 20050101 009460 000000 SAVANNAH, GA
7560 20001001 008373 000000 SCRANTON-WILKES-BARRE-HAZLETON, PA
7560 20011001 008421 000000 SCRANTON-WILKES-BARRE-HAZLETON, PA
7560 20021001 008683 000000 SCRANTON-WILKES-BARRE-HAZLETON, PA
7560 20031001 008599 000000 SCRANTON-WILKES-BARRE-HAZLETON, PA
7560 20050101 008522 000000 SCRANTON-WILKES-BARRE-HAZLETON, PA
7600 20001001 011291 000000 SEATTLE-BELLEVUE-EVERETT, WA
7600 20011001 010996 000000 SEATTLE-BELLEVUE-EVERETT, WA
7600 20021001 011361 000000 SEATTLE-BELLEVUE-EVERETT, WA
7600 20031001 011474 000000 SEATTLE-BELLEVUE-EVERETT, WA
7600 20050101 011479 000000 SEATTLE-BELLEVUE-EVERETT, WA
7610 20001001 008284 000000 SHARON, PA
7610 20011001 007928 000000 SHARON, PA
7610 20021001 007926 000000 SHARON, PA
7610 20031001 007869 000000 SHARON, PA
7610 20050101 007881 000000 SHARON, PA
7620 20001001 008203 000000 SHEBOYGAN, WI
7620 20011001 008379 000000 SHEBOYGAN, WI
7620 20021001 008427 000000 SHEBOYGAN, WI
7620 20031001 008697 000000 SHEBOYGAN, WI
7620 20050101 008948 000000 SHEBOYGAN, WI
7640 20001001 009330 000000 SHERMAN-DENISON, TX
7640 20011001 008694 000000 SHERMAN-DENISON, TX
7640 20021001 009373 000000 SHERMAN-DENISON, TX
7640 20031001 009255 000000 SHERMAN-DENISON, TX
7640 20050101 009617 000000 SHERMAN-DENISON, TX
7680 20001001 009050 000000 SHREVEPORT-BOSSIER CITY, LA
7680 20011001 008750 000000 SHREVEPORT-BOSSIER CITY, LA
7680 20021001 009050 000000 SHREVEPORT-BOSSIER CITY, LA
7680 20031001 008987 000000 SHREVEPORT-BOSSIER CITY, LA
7680 20050101 009111 000000 SHREVEPORT-BOSSIER CITY, LA
7720 20001001 008549 000000 SIOUX CITY, IA-NE
7720 20011001 008473 000000 SIOUX CITY, IA-NE
7720 20021001 008767 000000 SIOUX CITY, IA-NE
7720 20031001 009046 000000 SIOUX CITY, IA-NE
7720 20050101 009094 000000 SIOUX CITY, IA-NE
7760 20001001 008777 000000 SIOUX FALLS, SD
7760 20011001 008790 000000 SIOUX FALLS, SD
7760 20021001 009139 000000 SIOUX FALLS, SD
7760 20031001 009257 000000 SIOUX FALLS, SD
7760 20050101 009441 000000 SIOUX FALLS, SD
7800 20001001 009794 000000 SOUTH BEND, IN
7800 20011001 010000 000000 SOUTH BEND, IN
7800 20021001 009993 000000 SOUTH BEND, IN
7800 20031001 009802 000000 SOUTH BEND, IN
7800 20050101 009447 000000 SOUTH BEND, IN
7840 20001001 010800 000000 SPOKANE, WA
7840 20011001 010513 000000 SPOKANE, WA
7840 20021001 010668 000000 SPOKANE, WA
7840 20031001 010852 000000 SPOKANE, WA
7840 20050101 010660 000000 SPOKANE, WA
7880 20001001 008684 000000 SPRINGFIELD, IL
7880 20011001 008685 000000 SPRINGFIELD, IL
7880 20021001 008676 000000 SPRINGFIELD, IL
7880 20031001 008659 000000 SPRINGFIELD, IL
7880 20050101 008738 000000 SPRINGFIELD, IL
7920 20001001 007992 000000 SPRINGFIELD, MO
7920 20011001 008488 000000 SPRINGFIELD, MO
7920 20021001 008567 000000 SPRINGFIELD, MO
7920 20031001 008424 000000 SPRINGFIELD, MO
7920 20050101 008597 000000 SPRINGFIELD, MO
8003 20001001 010678 000000 SPRINGFIELD, MA
8003 20011001 010637 000000 SPRINGFIELD, MA
8003 20021001 010881 000000 SPRINGFIELD, MA
8003 20031001 010927 000000 SPRINGFIELD, MA
8003 20050101 010173 000000 SPRINGFIELD, MA
8050 20001001 009139 000000 STATE COLLEGE, PA
8050 20011001 009038 000000 STATE COLLEGE, PA
8050 20021001 009133 000000 STATE COLLEGE, PA
8050 20031001 008941 000000 STATE COLLEGE, PA
8050 20050101 008461 000000 STATE COLLEGE, PA
8080 20001001 008615 000000 STEUBENVILLE-WEIRTON, OH-WV
8080 20011001 008548 000000 STEUBENVILLE-WEIRTON, OH-WV
8080 20021001 008637 000000 STEUBENVILLE-WEIRTON, OH-WV
8080 20031001 008804 000000 STEUBENVILLE-WEIRTON, OH-WV
8080 20050101 008280 000000 STEUBENVILLE-WEIRTON, OH-WV
8120 20001001 010519 000000 STOCKTON-LODI, CA
8120 20011001 010629 000000 STOCKTON-LODI, CA
8120 20021001 010815 000000 STOCKTON-LODI, CA
8120 20031001 010506 000000 STOCKTON-LODI, CA
8120 20050101 010564 000000 STOCKTON-LODI, CA
8140 20001001 008239 000000 SUMTER, SC
8140 20011001 008271 000000 SUMTER, SC
8140 20021001 007794 000000 SUMTER, SC
8140 20031001 008273 000000 SUMTER, SC
8140 20050101 008520 000000 SUMTER, SC
8160 20001001 009413 000000 SYRACUSE, NY
8160 20011001 009549 000000 SYRACUSE, NY
8160 20021001 009621 000000 SYRACUSE, NY
8160 20031001 009714 000000 SYRACUSE, NY
8160 20050101 009394 000000 SYRACUSE, NY
8200 20001001 011479 000000 TACOMA, WA
8200 20011001 011564 000000 TACOMA, WA
8200 20021001 011616 000000 TACOMA, WA
8200 20031001 010940 000000 TACOMA, WA
8200 20050101 011078 000000 TACOMA, WA
8240 20001001 008485 000000 TALLAHASSEE, FL
8240 20011001 008545 000000 TALLAHASSEE, FL
8240 20021001 008527 000000 TALLAHASSEE, FL
8240 20031001 008504 000000 TALLAHASSEE, FL
8240 20050101 008655 000000 TALLAHASSEE, FL
8280 20001001 009045 000000 TAMPA-ST. PETERSBURG-CLEARWATER, FL
8280 20011001 008982 000000 TAMPA-ST. PETERSBURG-CLEARWATER, FL
8280 20021001 008925 000000 TAMPA-ST. PETERSBURG-CLEARWATER, FL
8280 20031001 009065 000000 TAMPA-ST. PETERSBURG-CLEARWATER, FL
8280 20050101 009024 000000 TAMPA-ST. PETERSBURG-CLEARWATER, FL
8320 20001001 008571 000000 TERRE HAUTE, IN
8320 20011001 008304 000000 TERRE HAUTE, IN
8320 20021001 008532 000000 TERRE HAUTE, IN
8320 20031001 008599 000000 TERRE HAUTE, IN
8320 20050101 008582 000000 TERRE HAUTE, IN
8360 20001001 008136 000000 TEXARKANA, TX-TEXARKANA, AR
8360 20011001 008363 000000 TEXARKANA, TX-TEXARKANA, AR
8360 20021001 008327 000000 TEXARKANA, TX-TEXARKANA, AR
8360 20031001 008088 000000 TEXARKANA, TX-TEXARKANA, AR
8360 20050101 008413 000000 TEXARKANA, TX-TEXARKANA, AR
8400 20001001 009816 000000 TOLEDO, OH
8400 20011001 009832 000000 TOLEDO, OH
8400 20021001 009809 000000 TOLEDO, OH
8400 20031001 009810 000000 TOLEDO, OH
8400 20050101 009524 000000 TOLEDO, OH
8440 20001001 009327 000000 TOPEKA, KS
8440 20011001 009117 000000 TOPEKA, KS
8440 20021001 008912 000000 TOPEKA, KS
8440 20031001 009199 000000 TOPEKA, KS
8440 20050101 008904 000000 TOPEKA, KS
8480 20001001 010103 000000 TRENTON, NJ
8480 20011001 010137 000000 TRENTON, NJ
8480 20021001 010416 000000 TRENTON, NJ
8480 20031001 010432 000000 TRENTON, NJ
8480 20050101 010276 000000 TRENTON, NJ
8520 20001001 008743 000000 TUCSON, AZ
8520 20011001 008794 000000 TUCSON, AZ
8520 20021001 008967 000000 TUCSON, AZ
8520 20031001 008911 000000 TUCSON, AZ
8520 20050101 008926 000000 TUCSON, AZ
8560 20001001 008087 000000 TULSA, OK
8560 20011001 008454 000000 TULSA, OK
8560 20021001 008902 000000 TULSA, OK
8560 20031001 008332 000000 TULSA, OK
8560 20050101 008729 000000 TULSA, OK
8600 20001001 008065 000000 TUSCALOOSA, AL
8600 20011001 008064 000000 TUSCALOOSA, AL
8600 20021001 008171 000000 TUSCALOOSA, AL
8600 20031001 008130 000000 TUSCALOOSA, AL
8600 20050101 008440 000000 TUSCALOOSA, AL
8640 20001001 009370 000000 TYLER, TX
8640 20011001 009404 000000 TYLER, TX
8640 20021001 009641 000000 TYLER, TX
8640 20031001 009521 000000 TYLER, TX
8640 20050101 009502 000000 TYLER, TX
8680 20001001 008299 000000 UTICA-ROME, NY
8680 20011001 008560 000000 UTICA-ROME, NY
8680 20021001 008329 000000 UTICA-ROME, NY
8680 20031001 008465 000000 UTICA-ROME, NY
8680 20050101 008295 000000 UTICA-ROME, NY
8720 20001001 013347 000000 VALLEJO-FARIFIELD-NAPA, CA
8720 20011001 012847 000000 VALLEJO-FARIFIELD-NAPA, CA
8720 20021001 013562 000000 VALLEJO-FARIFIELD-NAPA, CA
8720 20031001 013354 000000 VALLEJO-FARIFIELD-NAPA, CA
8720 20050101 013517 000000 VALLEJO-FARIFIELD-NAPA, CA
8735 20001001 011456 000000 VENTURA, CA
8735 20011001 011030 000000 VENTURA, CA
8735 20021001 010994 000000 VENTURA, CA
8735 20031001 011096 000000 VENTURA, CA
8735 20050101 011105 000000 VENTURA, CA
8750 20001001 008379 000000 VICTORIA, TX
8750 20011001 008154 000000 VICTORIA, TX
8750 20021001 008328 000000 VICTORIA, TX
8750 20031001 008756 000000 VICTORIA, TX
